date,ndvi,ts_id,ndvi_null,id
2000-01-31,0.5320709901777181,0000_d,False,0000_d-1
2000-02-29,0.4445891471071676,0000_d,False,0000_d-2
2000-03-31,0.4234698321670293,0000_d,False,0000_d-3
2000-04-30,0.3526080826466733,0000_d,False,0000_d-4
2000-05-31,0.3054062614736938,0000_d,False,0000_d-5
2000-06-30,0.5312383315779946,0000_d,False,0000_d-6
2000-07-31,0.5713838649067011,0000_d,False,0000_d-7
2000-08-31,0.4207078088819981,0000_d,False,0000_d-8
2000-09-30,0.5383292152961612,0000_d,False,0000_d-9
2000-10-31,0.5319350715387952,0000_d,False,0000_d-10
2000-11-30,0.4622076401692448,0000_d,False,0000_d-11
2000-12-31,0.46233663674105296,0000_d,False,0000_d-12
2001-01-31,0.4667199538512663,0000_d,False,0000_d-13
2001-02-28,0.4615199183875864,0000_d,False,0000_d-14
2001-03-31,0.5150351211699572,0000_d,False,0000_d-15
2001-04-30,0.5517122933810408,0000_d,False,0000_d-16
2001-05-31,0.5518922949379141,0000_d,False,0000_d-17
2001-06-30,0.5739132589914582,0000_d,False,0000_d-18
2001-07-31,,0000_d,True,0000_d-19
2001-08-31,,0000_d,True,0000_d-20
2001-09-30,0.6389329823580655,0000_d,False,0000_d-21
2001-10-31,0.6229094163938003,0000_d,False,0000_d-22
2001-11-30,0.5330199131341637,0000_d,False,0000_d-23
2001-12-31,0.5082954341715034,0000_d,False,0000_d-24
2002-01-31,0.5193229058926756,0000_d,False,0000_d-25
2002-02-28,0.5266821011449352,0000_d,False,0000_d-26
2002-03-31,0.5802904763908098,0000_d,False,0000_d-27
2002-04-30,,0000_d,True,0000_d-28
2002-05-31,0.6238116952505979,0000_d,False,0000_d-29
2002-06-30,0.6653679332949899,0000_d,False,0000_d-30
2002-07-31,0.668944340781732,0000_d,False,0000_d-31
2002-08-31,0.7131479981270703,0000_d,False,0000_d-32
2002-09-30,0.6671016496239286,0000_d,False,0000_d-33
2002-10-31,0.6400169139558618,0000_d,False,0000_d-34
2002-11-30,0.5808074200695212,0000_d,False,0000_d-35
2002-12-31,0.5105970386077057,0000_d,False,0000_d-36
2003-01-31,0.5657079987453693,0000_d,False,0000_d-37
2003-02-28,0.5722932442571178,0000_d,False,0000_d-38
2003-03-31,0.6208696922569564,0000_d,False,0000_d-39
2003-04-30,0.6338818008249457,0000_d,False,0000_d-40
2003-05-31,0.6002498553306969,0000_d,False,0000_d-41
2003-06-30,,0000_d,True,0000_d-42
2003-07-31,0.49773690949906735,0000_d,False,0000_d-43
2003-08-31,0.7128708077801598,0000_d,False,0000_d-44
2003-09-30,0.6862927937855968,0000_d,False,0000_d-45
2003-10-31,0.67508055052974,0000_d,False,0000_d-46
2003-11-30,0.6000754631926745,0000_d,False,0000_d-47
2003-12-31,0.5533431091489643,0000_d,False,0000_d-48
2004-01-31,0.5574014671462955,0000_d,False,0000_d-49
2004-02-29,0.5174279875601783,0000_d,False,0000_d-50
2004-03-31,0.5831663062355735,0000_d,False,0000_d-51
2004-04-30,0.6335272262828592,0000_d,False,0000_d-52
2004-05-31,0.6943423093268365,0000_d,False,0000_d-53
2004-06-30,0.6112472456910824,0000_d,False,0000_d-54
2004-07-31,0.7029289861545217,0000_d,False,0000_d-55
2004-08-31,0.7569734138843818,0000_d,False,0000_d-56
2004-09-30,0.6180803800171072,0000_d,False,0000_d-57
2004-10-31,0.5739584813063795,0000_d,False,0000_d-58
2004-11-30,0.6048999821391458,0000_d,False,0000_d-59
2004-12-31,0.5593672894527342,0000_d,False,0000_d-60
2005-01-31,0.5912660091663852,0000_d,False,0000_d-61
2005-02-28,0.5863270501811783,0000_d,False,0000_d-62
2005-03-31,0.5412797541393862,0000_d,False,0000_d-63
2005-04-30,0.5789877783619995,0000_d,False,0000_d-64
2005-05-31,0.5828716884621165,0000_d,False,0000_d-65
2005-06-30,0.5725888559312531,0000_d,False,0000_d-66
2005-07-31,0.7016575110681129,0000_d,False,0000_d-67
2005-08-31,,0000_d,True,0000_d-68
2005-09-30,0.6238206156275489,0000_d,False,0000_d-69
2005-10-31,0.5311332200813774,0000_d,False,0000_d-70
2005-11-30,0.5259585950561244,0000_d,False,0000_d-71
2005-12-31,0.5307372612462071,0000_d,False,0000_d-72
2006-01-31,0.5340753949952848,0000_d,False,0000_d-73
2006-02-28,0.5835879239455734,0000_d,False,0000_d-74
2006-03-31,0.5791732317389864,0000_d,False,0000_d-75
2006-04-30,0.6059912872886417,0000_d,False,0000_d-76
2006-05-31,0.6385454446077347,0000_d,False,0000_d-77
2006-06-30,0.6694500359621914,0000_d,False,0000_d-78
2006-07-31,0.6510193732651797,0000_d,False,0000_d-79
2006-08-31,0.7307959735167748,0000_d,False,0000_d-80
2006-09-30,0.6805417113296397,0000_d,False,0000_d-81
2006-10-31,0.6129139184951782,0000_d,False,0000_d-82
2006-11-30,0.5570014949820259,0000_d,False,0000_d-83
2006-12-31,0.5516952325651582,0000_d,False,0000_d-84
2007-01-31,0.5451114393450847,0000_d,False,0000_d-85
2007-02-28,0.5816961174498045,0000_d,False,0000_d-86
2007-03-31,0.6092598162553828,0000_d,False,0000_d-87
2007-04-30,0.6259639652615244,0000_d,False,0000_d-88
2007-05-31,0.5690004937576525,0000_d,False,0000_d-89
2007-06-30,0.6829807637896373,0000_d,False,0000_d-90
2007-07-31,0.6748981356982029,0000_d,False,0000_d-91
2007-08-31,0.695926977534917,0000_d,False,0000_d-92
2007-09-30,0.6262139489855428,0000_d,False,0000_d-93
2007-10-31,0.5714775345993766,0000_d,False,0000_d-94
2007-11-30,0.5628936766287981,0000_d,False,0000_d-95
2007-12-31,0.5116425538137233,0000_d,False,0000_d-96
2008-01-31,0.48283627591349865,0000_d,False,0000_d-97
2008-02-29,0.5277416409055392,0000_d,False,0000_d-98
2008-03-31,0.5350314175992301,0000_d,False,0000_d-99
2008-04-30,0.5846953089941631,0000_d,False,0000_d-100
2008-05-31,0.5912699934213408,0000_d,False,0000_d-101
2008-06-30,0.684406658796349,0000_d,False,0000_d-102
2008-07-31,0.6969042572559733,0000_d,False,0000_d-103
2008-08-31,0.6710923935153654,0000_d,False,0000_d-104
2008-09-30,0.6273527773334221,0000_d,False,0000_d-105
2008-10-31,0.6044281091804456,0000_d,False,0000_d-106
2008-11-30,0.5384876366831924,0000_d,False,0000_d-107
2008-12-31,0.52999274000676,0000_d,False,0000_d-108
2009-01-31,0.5442625969031243,0000_d,False,0000_d-109
2009-02-28,0.5479365740851923,0000_d,False,0000_d-110
2009-03-31,0.6085927496594612,0000_d,False,0000_d-111
2009-04-30,0.5949776710197866,0000_d,False,0000_d-112
2009-05-31,0.5612944434368701,0000_d,False,0000_d-113
2009-06-30,0.2766637408522645,0000_d,False,0000_d-114
2009-07-31,0.6984628154472872,0000_d,False,0000_d-115
2009-08-31,,0000_d,True,0000_d-116
2009-09-30,0.6504369654664487,0000_d,False,0000_d-117
2009-10-31,0.6236493918028745,0000_d,False,0000_d-118
2009-11-30,0.5476776193940278,0000_d,False,0000_d-119
2009-12-31,0.5196803626684743,0000_d,False,0000_d-120
2010-01-31,0.49433772601413006,0000_d,False,0000_d-121
2010-02-28,0.5070436155965921,0000_d,False,0000_d-122
2010-03-31,0.5198531184587386,0000_d,False,0000_d-123
2010-04-30,0.6200041857707983,0000_d,False,0000_d-124
2010-05-31,0.6780114564028653,0000_d,False,0000_d-125
2010-06-30,0.6500569699388562,0000_d,False,0000_d-126
2010-07-31,0.6653909385204315,0000_d,False,0000_d-127
2010-08-31,0.6811037202000962,0000_d,False,0000_d-128
2010-09-30,0.6235201776753386,0000_d,False,0000_d-129
2010-10-31,0.5414941992088065,0000_d,False,0000_d-130
2010-11-30,0.5149375248392435,0000_d,False,0000_d-131
2010-12-31,0.5082631589530351,0000_d,False,0000_d-132
2011-01-31,0.49344823550094263,0000_d,False,0000_d-133
2011-02-28,0.491658203142761,0000_d,False,0000_d-134
2011-03-31,0.5123120018027046,0000_d,False,0000_d-135
2011-04-30,0.5471430538278639,0000_d,False,0000_d-136
2011-05-31,0.5857603985000941,0000_d,False,0000_d-137
2011-06-30,0.574511128182363,0000_d,False,0000_d-138
2011-07-31,0.6036100834952115,0000_d,False,0000_d-139
2011-08-31,0.5694997750398286,0000_d,False,0000_d-140
2011-09-30,0.5669195911434478,0000_d,False,0000_d-141
2011-10-31,0.5624208596619693,0000_d,False,0000_d-142
2011-11-30,0.4652741672414722,0000_d,False,0000_d-143
2011-12-31,0.478037535583044,0000_d,False,0000_d-144
2012-01-31,0.48559904656229164,0000_d,False,0000_d-145
2012-02-29,0.5103859821138271,0000_d,False,0000_d-146
2012-03-31,0.524249331588611,0000_d,False,0000_d-147
2012-04-30,0.5623638928366602,0000_d,False,0000_d-148
